i,e,y,u,
904,6.344,18.683,1319.283,
905,6.317,18.751,1319.890,
906,6.249,18.836,1320.495,
907,6.164,18.912,1321.102,
908,6.088,18.955,1321.716,
909,6.045,18.952,1322.337,
910,6.048,18.906,1322.964,
911,6.094,18.837,1323.595,
912,6.163,18.774,1324.223,
913,6.226,18.745,1324.843,
914,6.255,18.764,1325.451,
915,6.236,18.825,1326.051,
916,6.175,18.908,1326.647,
917,6.092,18.988,1327.245,
918,6.012,19.039,1327.849,
919,5.961,19.047,1328.459,
920,5.953,19.011,1329.076,
921,5.989,18.946,1329.697,
922,6.054,18.879,1330.316,
923,6.121,18.838,1330.930,
924,6.162,18.842,1331.533,
925,6.158,18.890,1332.126,
926,6.110,18.968,1332.715,
927,6.032,19.051,1333.304,
928,5.949,19.114,1333.896,
929,5.886,19.139,1334.494,
930,5.861,19.119,1335.100,
931,5.881,19.064,1335.710,
932,5.936,18.995,1336.321,
933,6.005,18.940,1336.929,
934,6.060,18.923,1337.528,
935,6.077,18.951,1338.117,
936,6.049,19.016,1338.699,
937,5.984,19.099,1339.279,
938,5.901,19.174,1339.860,
939,5.826,19.220,1340.446,
940,5.780,19.225,1341.039,
941,5.775,19.188,1341.637,
942,5.812,19.124,1342.239,
943,5.876,19.059,1342.840,
944,5.941,19.017,1343.435,
945,5.983,19.017,1344.021,
946,5.983,19.060,1344.599,
947,5.940,19.133,1345.171,
948,5.867,19.215,1345.743,
949,5.785,19.282,1346.317,
950,5.718,19.316,1346.896,
951,5.684,19.307,1347.482,
952,5.693,19.261,1348.072,
953,5.739,19.196,1348.664,
954,5.804,19.134,1349.255,
955,5.866,19.102,1349.839,
956,5.898,19.112,1350.414,
957,5.888,19.161,1350.982,
958,5.839,19.237,1351.546,
959,5.763,19.317,1352.109,
960,5.683,19.379,1352.676,
961,5.621,19.406,1353.247,
962,5.594,19.393,1353.823,
963,5.607,19.344,1354.404,
964,5.656,19.279,1354.988,
965,5.721,19.220,1355.568,
966,5.780,19.190,1356.143,
967,5.810,19.202,1356.709,
968,5.798,19.252,1357.269,
969,5.748,19.327,1357.824,
970,5.673,19.406,1358.379,
971,5.594,19.467,1358.936,
972,5.533,19.496,1359.498,
973,5.504,19.484,1360.065,
974,5.516,19.438,1360.637,
975,5.562,19.373,1361.210,
976,5.627,19.314,1361.782,
977,5.686,19.281,1362.348,
978,5.719,19.287,1362.907,
979,5.713,19.332,1363.459,
980,5.668,19.403,1364.006,
981,5.597,19.482,1364.553,
982,5.518,19.547,1365.101,
983,5.453,19.582,1365.653,
984,5.418,19.579,1366.210,
985,5.421,19.541,1366.771,
986,5.459,19.479,1367.335,
987,5.521,19.417,1367.898,
988,5.583,19.375,1368.457,
989,5.625,19.369,1369.009,
990,5.631,19.402,1369.554,
991,5.598,19.466,1370.094,
992,5.534,19.544,1370.632,
993,5.456,19.615,1371.171,
994,5.385,19.663,1371.713,
995,5.337,19.675,1372.258,
996,5.325,19.650,1372.809,
997,5.350,19.597,1373.362,
998,5.403,19.533,1373.917,
999,5.467,19.480,1374.469,
1000,5.520,19.456,1375.015,
1001,5.544,19.470,1375.555,
1002,5.530,19.519,1376.089,
1003,5.481,19.591,1376.620,
1004,5.409,19.667,1377.149,
1005,5.333,19.729,1377.680,
1006,5.271,19.762,1378.215,
1007,5.238,19.758,1378.753,
1008,5.242,19.721,1379.295,
1009,5.279,19.662,1379.840,
1010,5.338,19.601,1380.385,
1011,5.399,19.557,1380.926,
1012,5.443,19.545,1381.461,
1013,5.455,19.571,1381.991,
1014,5.429,19.628,1382.515,
1015,5.372,19.702,1383.037,
1016,5.298,19.775,1383.558,
1017,5.225,19.830,1384.081,
1018,5.170,19.854,1384.607,
1019,5.146,19.842,1385.137,
1020,5.158,19.800,1385.671,
1021,5.200,19.740,1386.206,
1022,5.260,19.681,1386.741,
1023,5.319,19.642,1387.272,
1024,5.358,19.635,1387.798,
1025,5.365,19.664,1388.318,
1026,5.336,19.723,1388.834,
1027,5.277,19.796,1389.347,
1028,5.204,19.868,1389.860,
1029,5.132,19.921,1390.374,
1030,5.079,19.943,1390.891,
1031,5.057,19.931,1391.412,
1032,5.069,19.890,1391.936,
1033,5.110,19.831,1392.462,
1034,5.169,19.772,1392.988,
1035,5.228,19.732,1393.510,
1036,5.268,19.723,1394.028,
1037,5.277,19.749,1394.540,
1038,5.251,19.804,1395.048,
1039,5.196,19.876,1395.553,
1040,5.124,19.947,1396.057,
1041,5.053,20.003,1396.562,
1042,4.997,20.031,1397.070,
1043,4.969,20.026,1397.581,
1044,4.974,19.990,1398.095,
1045,5.010,19.934,1398.611,
1046,5.066,19.875,1399.127,
1047,5.125,19.829,1399.642,
1048,5.171,19.811,1400.152,
1049,5.189,19.826,1400.657,
1050,5.174,19.873,1401.158,
1051,5.127,19.940,1401.655,
1052,5.060,20.012,1402.151,
1053,4.988,20.075,1402.647,
1054,4.925,20.113,1403.144,
1055,4.887,20.121,1403.645,
1056,4.879,20.098,1404.148,
1057,4.902,20.050,1404.654,
1058,4.950,19.991,1405.161,
1059,5.009,19.937,1405.668,
1060,5.063,19.905,1406.171,
1061,5.095,19.903,1406.670,
1062,5.097,19.934,1407.164,
1063,5.066,19.990,1407.655,
1064,5.010,20.061,1408.143,
1065,4.939,20.130,1408.630,
1066,4.870,20.183,1409.118,
1067,4.817,20.210,1409.607,
1068,4.790,20.206,1410.099,
1069,4.794,20.173,1410.594,
1070,4.827,20.120,1411.091,
1071,4.880,20.062,1411.589,
1072,4.938,20.014,1412.086,
1073,4.986,19.990,1412.579,
1074,5.010,19.997,1413.068,
1075,5.003,20.034,1413.553,
1076,4.966,20.094,1414.035,
1077,4.906,20.165,1414.514,
1078,4.835,20.230,1414.992,
1079,4.770,20.279,1415.471,
1080,4.721,20.301,1415.952,
1081,4.699,20.292,1416.436,
1082,4.708,20.257,1416.921,
1083,4.743,20.204,1417.409,
1084,4.796,20.147,1417.898,
1085,4.853,20.101,1418.385,
1086,4.899,20.078,1418.869,
1087,4.922,20.086,1419.350,
1088,4.914,20.123,1419.826,
1089,4.877,20.182,1420.299,
1090,4.818,20.251,1420.770,
1091,4.749,20.317,1421.240,
1092,4.683,20.366,1421.710,
1093,4.634,20.389,1422.182,
1094,4.611,20.384,1422.655,
1095,4.616,20.352,1423.131,
1096,4.648,20.301,1423.610,
1097,4.699,20.245,1424.089,
1098,4.755,20.197,1424.567,
1099,4.803,20.170,1425.043,
1100,4.830,20.171,1425.516,
1101,4.829,20.201,1425.985,
1102,4.799,20.255,1426.450,
1103,4.745,20.321,1426.913,
1104,4.679,20.388,1427.374,
1105,4.612,20.442,1427.835,
1106,4.558,20.474,1428.298,
1107,4.526,20.478,1428.761,
1108,4.522,20.455,1429.227,
1109,4.545,20.411,1429.695,
1110,4.589,20.356,1430.165,
1111,4.644,20.304,1430.634,
1112,4.696,20.267,1431.103,
1113,4.733,20.255,1431.568,
1114,4.745,20.272,1432.030,
1115,4.728,20.314,1432.489,
1116,4.686,20.375,1432.944,
1117,4.625,20.442,1433.398,
1118,4.558,20.504,1433.850,
1119,4.496,20.548,1434.303,
1120,4.452,20.569,1434.757,
1121,4.431,20.562,1435.212,
1122,4.438,20.531,1435.669,
1123,4.469,20.482,1436.128,
1124,4.518,20.428,1436.589,
1125,4.572,20.380,1437.049,
1126,4.620,20.350,1437.508,
1127,4.650,20.346,1437.964,
1128,4.654,20.369,1438.416,
1129,4.631,20.416,1438.866,
1130,4.584,20.478,1439.312,
1131,4.522,20.544,1439.757,
1132,4.456,20.602,1440.201,
1133,4.398,20.642,1440.644,
1134,4.358,20.659,1441.089,
1135,4.341,20.649,1441.535,
1136,4.351,20.616,1441.983,
1137,4.384,20.567,1442.433,
1138,4.433,20.514,1442.884,
1139,4.486,20.467,1443.335,
1140,4.533,20.438,1443.785,
1141,4.562,20.434,1444.233,
1142,4.566,20.457,1444.677,
1143,4.543,20.502,1445.118,
1144,4.498,20.563,1445.556,
1145,4.437,20.628,1445.992,
1146,4.372,20.686,1446.427,
1147,4.314,20.728,1446.862,
1148,4.272,20.747,1447.297,
1149,4.253,20.741,1447.734,
1150,4.259,20.713,1448.172,
1151,4.287,20.667,1448.613,
1152,4.333,20.615,1449.054,
1153,4.385,20.566,1449.496,
1154,4.434,20.533,1449.937,
1155,4.467,20.522,1450.377,
1156,4.478,20.536,1450.813,
1157,4.464,20.575,1451.247,
1158,4.425,20.630,1451.678,
1159,4.370,20.694,1452.106,
1160,4.306,20.755,1452.533,
1161,4.245,20.803,1452.958,
1162,4.197,20.832,1453.384,
1163,4.168,20.837,1453.811,
1164,4.163,20.818,1454.239,
1165,4.182,20.780,1454.669,
1166,4.220,20.730,1455.101,
1167,4.270,20.680,1455.534,
1168,4.320,20.638,1455.966,
1169,4.362,20.614,1456.398,
1170,4.386,20.613,1456.828,
1171,4.387,20.638,1457.255,
1172,4.362,20.683,1457.679,
1173,4.317,20.741,1458.100,
1174,4.259,20.804,1458.519,
1175,4.196,20.861,1458.937,
1176,4.139,20.903,1459.354,
1177,4.097,20.925,1459.770,
1178,4.075,20.923,1460.188,
1179,4.077,20.900,1460.608,
1180,4.100,20.860,1461.029,
1181,4.140,20.810,1461.451,
1182,4.190,20.761,1461.875,
1183,4.239,20.722,1462.298,
1184,4.278,20.701,1462.721,
1185,4.299,20.704,1463.142,
1186,4.296,20.729,1463.560,
1187,4.271,20.775,1463.975,
1188,4.225,20.833,1464.388,
1189,4.167,20.894,1464.798,
1190,4.106,20.950,1465.207,
1191,4.050,20.992,1465.615,
1192,4.008,21.014,1466.023,
1193,3.986,21.013,1466.431,
1194,3.987,20.992,1466.841,
1195,4.008,20.954,1467.253,
1196,4.046,20.906,1467.666,
1197,4.094,20.857,1468.080,
1198,4.143,20.817,1468.495,
1199,4.183,20.793,1468.909,
1200,4.207,20.790,1469.321,
1201,4.210,20.810,1469.732,
1202,4.190,20.850,1470.139,
1203,4.150,20.905,1470.544,
1204,4.095,20.965,1470.947,
1205,4.035,21.022,1471.347,
1206,3.978,21.068,1471.746,
1207,3.932,21.097,1472.145,
1208,3.903,21.106,1472.544,
1209,3.894,21.093,1472.944,
1210,3.907,21.061,1473.345,
1211,3.939,21.018,1473.748,
1212,3.982,20.969,1474.153,
1213,4.031,20.924,1474.558,
1214,4.076,20.892,1474.964,
1215,4.108,20.877,1475.369,
1216,4.123,20.885,1475.772,
1217,4.115,20.913,1476.172,
1218,4.087,20.959,1476.570,
1219,4.041,21.016,1476.966,
1220,3.984,21.075,1477.359,
1221,3.925,21.128,1477.750,
1222,3.872,21.169,1478.140,
1223,3.831,21.191,1478.530,
1224,3.809,21.193,1478.920,
1225,3.807,21.176,1479.311,
1226,3.824,21.142,1479.703,
1227,3.858,21.097,1480.097,
1228,3.903,21.050,1480.492,
1229,3.950,21.007,1480.889,
1230,3.993,20.978,1481.286,
1231,4.022,20.966,1481.681,
1232,4.034,20.975,1482.076,
1233,4.025,21.005,1482.468,
1234,3.995,21.050,1482.857,
1235,3.950,21.106,1483.244,
1236,3.894,21.164,1483.629,
1237,3.836,21.216,1484.011,
1238,3.784,21.256,1484.392,
1239,3.744,21.280,1484.773,
1240,3.720,21.283,1485.153,
1241,3.717,21.268,1485.534,
1242,3.732,21.237,1485.917,
1243,3.763,21.194,1486.302,
1244,3.806,21.148,1486.688,
1245,3.852,21.105,1487.075,
1246,3.895,21.072,1487.463,
1247,3.928,21.056,1487.850,
1248,3.944,21.059,1488.236,
1249,3.941,21.083,1488.621,
1250,3.917,21.123,1489.003,
1251,3.877,21.175,1489.382,
1252,3.825,21.232,1489.758,
1253,3.768,21.286,1490.133,
1254,3.714,21.331,1490.505,
1255,3.669,21.361,1490.877,
1256,3.639,21.373,1491.248,
1257,3.627,21.367,1491.620,
1258,3.633,21.344,1491.992,
1259,3.656,21.307,1492.367,
1260,3.693,21.263,1492.742,
1261,3.737,21.218,1493.120,
1262,3.782,21.179,1493.499,
1263,3.821,21.153,1493.878,
1264,3.847,21.144,1494.256,
1265,3.856,21.154,1494.633,
1266,3.846,21.182,1495.008,
1267,3.818,21.226,1495.381,
1268,3.774,21.279,1495.751,
1269,3.721,21.334,1496.118,
1270,3.666,21.386,1496.483,
1271,3.614,21.427,1496.847,
1272,3.573,21.454,1497.209,
1273,3.546,21.463,1497.571,
1274,3.537,21.455,1497.933,
1275,3.545,21.430,1498.297,
1276,3.570,21.394,1498.662,
1277,3.606,21.350,1499.028,
1278,3.650,21.306,1499.397,
1279,3.694,21.268,1499.767,
1280,3.732,21.242,1500.137,
1281,3.758,21.233,1500.507,
1282,3.767,21.241,1500.875,
1283,3.759,21.268,1501.242,
1284,3.732,21.309,1501.606,
1285,3.691,21.360,1501.968,
1286,3.640,21.414,1502.327,
1287,3.586,21.466,1502.684,
1288,3.534,21.509,1503.039,
1289,3.491,21.538,1503.392,
1290,3.462,21.552,1503.745,
1291,3.448,21.548,1504.098,
1292,3.452,21.529,1504.452,
1293,3.471,21.497,1504.807,
1294,3.503,21.456,1505.164,
1295,3.544,21.412,1505.522,
1296,3.588,21.372,1505.882,
1297,3.628,21.341,1506.243,
1298,3.659,21.324,1506.605,
1299,3.676,21.323,1506.965,
1300,3.677,21.341,1507.325,
1301,3.659,21.374,1507.682,
1302,3.626,21.419,1508.037,
1303,3.581,21.471,1508.389,
1304,3.529,21.524,1508.738,
1305,3.476,21.572,1509.085,
1306,3.428,21.610,1509.431,
1307,3.390,21.634,1509.775,
1308,3.366,21.642,1510.118,
1309,3.358,21.634,1510.462,
1310,3.366,21.611,1510.807,
1311,3.389,21.578,1511.153,
1312,3.422,21.537,1511.501,
1313,3.463,21.495,1511.850,
1314,3.505,21.456,1512.202,
1315,3.544,21.427,1512.554,
1316,3.573,21.412,1512.907,
1317,3.588,21.413,1513.259,
1318,3.587,21.431,1513.609,
1319,3.569,21.463,1513.958,
1320,3.537,21.508,1514.304,
1321,3.492,21.558,1514.647,
1322,3.442,21.610,1514.988,
1323,3.390,21.657,1515.327,
1324,3.343,21.695,1515.663,
1325,3.305,21.720,1515.998,
1326,3.280,21.731,1516.333,
1327,3.269,21.726,1516.667,
1328,3.274,21.707,1517.002,
1329,3.293,21.676,1517.339,
1330,3.324,21.637,1517.677,
1331,3.363,21.596,1518.017,
1332,3.404,21.557,1518.359,
1333,3.443,21.525,1518.702,
1334,3.475,21.505,1519.046,
1335,3.495,21.499,1519.390,
1336,3.501,21.510,1519.732,
1337,3.490,21.536,1520.073,
1338,3.464,21.574,1520.412,
1339,3.426,21.622,1520.748,
1340,3.378,21.672,1521.082,
1341,3.328,21.721,1521.413,
1342,3.279,21.764,1521.741,
1343,3.236,21.796,1522.068,
1344,3.204,21.815,1522.394,
1345,3.185,21.820,1522.719,
1346,3.180,21.810,1523.044,
1347,3.190,21.788,1523.370,
1348,3.212,21.756,1523.698,
1349,3.244,21.717,1524.027,
1350,3.283,21.677,1524.359,
1351,3.323,21.639,1524.692,
1352,3.361,21.610,1525.026,
1353,3.390,21.592,1525.361,
1354,3.408,21.589,1525.696,
1355,3.411,21.600,1526.030,
1356,3.400,21.627,1526.363,
1357,3.373,21.665,1526.693,
1358,3.335,21.711,1527.020,
1359,3.289,21.760,1527.345,
1360,3.240,21.808,1527.668,
1361,3.192,21.850,1527.988,
1362,3.150,21.883,1528.306,
1363,3.117,21.903,1528.622,
1364,3.097,21.910,1528.938,
1365,3.090,21.903,1529.254,
1366,3.097,21.883,1529.570,
1367,3.117,21.853,1529.888,
1368,3.147,21.817,1530.208,
1369,3.183,21.778,1530.530,
1370,3.222,21.740,1530.853,
1371,3.260,21.708,1531.179,
1372,3.292,21.686,1531.505,
1373,3.314,21.677,1531.831,
1374,3.323,21.682,1532.157,
1375,3.318,21.702,1532.482,
1376,3.298,21.734,1532.804,
1377,3.266,21.775,1533.125,
1378,3.225,21.823,1533.442,
1379,3.177,21.871,1533.757,
1380,3.129,21.916,1534.070,
1381,3.084,21.953,1534.380,
1382,3.047,21.981,1534.688,
1383,3.019,21.996,1534.995,
1384,3.004,21.998,1535.302,
1385,3.002,21.988,1535.608,
1386,3.012,21.966,1535.916,
1387,3.034,21.935,1536.225,
1388,3.065,21.899,1536.536,
1389,3.101,21.861,1536.849,
1390,3.139,21.825,1537.164,
1391,3.175,21.795,1537.480,
1392,3.205,21.774,1537.798,
1393,3.226,21.766,1538.115,
1394,3.234,21.771,1538.433,
1395,3.229,21.790,1538.749,
1396,3.210,21.821,1539.063,
1397,3.179,21.861,1539.375,
1398,3.139,21.907,1539.684,
1399,3.093,21.954,1539.991,
1400,3.046,21.999,1540.295,
1401,3.001,22.037,1540.596,
1402,2.963,22.065,1540.896,
1403,2.935,22.083,1541.194,
1404,2.917,22.088,1541.491,
1405,2.912,22.081,1541.788,
1406,2.919,22.063,1542.086,
1407,2.937,22.036,1542.385,
1408,2.964,22.003,1542.686,
1409,2.997,21.966,1542.989,
1410,3.034,21.929,1543.294,
1411,3.071,21.897,1543.601,
1412,3.103,21.872,1543.910,
1413,3.128,21.857,1544.219,
1414,3.143,21.855,1544.528,
1415,3.145,21.867,1544.836,
1416,3.133,21.890,1545.143,
1417,3.110,21.924,1545.448,
1418,3.076,21.965,1545.750,
1419,3.035,22.011,1546.050,
1420,2.989,22.056,1546.347,
1421,2.944,22.098,1546.641,
1422,2.902,22.133,1546.933,
1423,2.867,22.159,1547.223,
1424,2.841,22.174,1547.512,
1425,2.826,22.177,1547.800,
1426,2.823,22.169,1548.088,
1427,2.831,22.151,1548.377,
1428,2.849,22.124,1548.667,
1429,2.876,22.092,1548.958,
1430,2.908,22.056,1549.252,
1431,2.944,22.020,1549.548,
1432,2.980,21.988,1549.846,
1433,3.012,21.963,1550.146,
1434,3.037,21.948,1550.446,
1435,3.052,21.944,1550.746,
1436,3.056,21.952,1551.046,
1437,3.048,21.973,1551.345,
1438,3.027,22.003,1551.641,
1439,2.997,22.042,1551.936,
1440,2.958,22.085,1552.228,
1441,2.915,22.130,1552.517,
1442,2.870,22.172,1552.803,
1443,2.828,22.209,1553.087,
1444,2.791,22.238,1553.369,
1445,2.762,22.258,1553.649,
1446,2.742,22.266,1553.928,
1447,2.734,22.264,1554.207,
1448,2.736,22.252,1554.486,
1449,2.748,22.230,1554.766,
1450,2.770,22.202,1555.047,
1451,2.798,22.169,1555.331,
1452,2.831,22.133,1555.616,
1453,2.867,22.100,1555.904,
1454,2.900,22.070,1556.193,
1455,2.930,22.048,1556.484,
1456,2.952,22.035,1556.776,
1457,2.965,22.033,1557.067,
1458,2.967,22.043,1557.359,
1459,2.957,22.064,1557.648,
1460,2.936,22.095,1557.936,
1461,2.905,22.133,1558.222,
1462,2.867,22.175,1558.505,
1463,2.825,22.219,1558.785,
1464,2.781,22.260,1559.063,
1465,2.740,22.296,1559.338,
1466,2.704,22.325,1559.611,
1467,2.675,22.345,1559.882,
1468,2.655,22.355,1560.152,
1469,2.645,22.355,1560.422,
1470,2.645,22.345,1560.691,
1471,2.655,22.326,1560.962,
1472,2.674,22.300,1561.234,
1473,2.700,22.269,1561.507,
1474,2.731,22.235,1561.783,
1475,2.765,22.202,1562.061,
1476,2.798,22.171,1562.340,
1477,2.829,22.146,1562.622,
1478,2.854,22.129,1562.905,
1479,2.871,22.122,1563.188,
1480,2.878,22.125,1563.471,
1481,2.875,22.140,1563.753,
1482,2.860,22.164,1564.033,
1483,2.836,22.197,1564.312,
1484,2.803,22.236,1564.588,
1485,2.764,22.278,1564.861,
1486,2.722,22.319,1565.132,
1487,2.681,22.358,1565.400,
1488,2.642,22.392,1565.666,
1489,2.608,22.418,1565.929,
1490,2.582,22.436,1566.191,
1491,2.564,22.444,1566.452,
1492,2.556,22.443,1566.712,
1493,2.557,22.433,1566.972,
1494,2.567,22.415,1567.234,
1495,2.585,22.390,1567.496,
1496,2.610,22.360,1567.760,
1497,2.640,22.328,1568.027,
1498,2.672,22.295,1568.295,
1499,2.705,22.264,1568.566,
1500,2.736,22.239,1568.838,
1501,2.761,22.221,1569.112,
1502,2.779,22.211,1569.386,
1503,2.789,22.212,1569.661,
1504,2.788,22.223,1569.935,
1505,2.777,22.244,1570.207,
1506,2.756,22.273,1570.478,
1507,2.727,22.309,1570.746,
1508,2.691,22.348,1571.012,
1509,2.652,22.389,1571.276,
1510,2.611,22.428,1571.536,
1511,2.572,22.464,1571.794,
1512,2.536,22.493,1572.050,
1513,2.507,22.516,1572.303,
1514,2.484,22.529,1572.555,
1515,2.471,22.534,1572.806,
1516,2.466,22.531,1573.057,
1517,2.469,22.519,1573.309,
1518,2.481,22.499,1573.561,
1519,2.501,22.474,1573.815,
1520,2.526,22.445,1574.070,
1521,2.555,22.413,1574.328,
1522,2.587,22.381,1574.588,
1523,2.619,22.352,1574.850,
1524,2.648,22.328,1575.113,
1525,2.672,22.310,1575.378,
1526,2.690,22.300,1575.644,
1527,2.700,22.300,1575.910,
1528,2.700,22.310,1576.175,
1529,2.690,22.329,1576.439,
1530,2.671,22.356,1576.701,
1531,2.644,22.390,1576.962,
1532,2.610,22.427,1577.220,
1533,2.573,22.467,1577.475,
1534,2.533,22.506,1577.727,
1535,2.494,22.541,1577.977,
1536,2.459,22.572,1578.224,
1537,2.428,22.597,1578.470,
1538,2.403,22.614,1578.713,
1539,2.386,22.622,1578.956,
1540,2.378,22.623,1579.197,
1541,2.377,22.615,1579.439,
1542,2.385,22.601,1579.682,
1543,2.399,22.580,1579.925,
1544,2.420,22.554,1580.170,
1545,2.446,22.524,1580.417,
1546,2.476,22.494,1580.667,
1547,2.506,22.463,1580.918,
1548,2.537,22.436,1581.171,
1549,2.564,22.413,1581.426,
1550,2.587,22.397,1581.683,
1551,2.603,22.389,1581.940,
1552,2.611,22.390,1582.197,
1553,2.610,22.399,1582.454,
1554,2.601,22.418,1582.709,
1555,2.582,22.444,1582.963,
1556,2.556,22.476,1583.215,
1557,2.524,22.512,1583.464,
1558,2.488,22.550,1583.711,
1559,2.450,22.588,1583.955,
1560,2.412,22.623,1584.196,
1561,2.377,22.654,1584.435,
1562,2.346,22.680,1584.672,
1563,2.320,22.698,1584.907,
1564,2.302,22.709,1585.140,
1565,2.291,22.713,1585.373,
1566,2.287,22.709,1585.606,
1567,2.291,22.698,1585.838,
1568,2.302,22.680,1586.072,
1569,2.320,22.658,1586.307,
1570,2.342,22.631,1586.544,
1571,2.369,22.602,1586.783,
1572,2.398,22.572,1587.024,
1573,2.428,22.544,1587.267,
1574,2.456,22.518,1587.512,
1575,2.482,22.498,1587.759,
1576,2.502,22.484,1588.007,
1577,2.516,22.477,1588.255,
1578,2.523,22.479,1588.504,
1579,2.521,22.490,1588.751,
1580,2.510,22.508,1588.998,
1581,2.492,22.534,1589.243,
1582,2.466,22.565,1589.486,
1583,2.435,22.600,1589.727,
1584,2.400,22.637,1589.965,
1585,2.363,22.673,1590.201,
1586,2.327,22.708,1590.433,
1587,2.292,22.738,1590.664,
1588,2.262,22.764,1590.892,
1589,2.236,22.783,1591.118,
1590,2.217,22.796,1591.343,
1591,2.204,22.802,1591.566,
1592,2.198,22.800,1591.790,
1593,2.200,22.792,1592.013,
1594,2.208,22.778,1592.237,
1595,2.222,22.758,1592.463,
1596,2.242,22.734,1592.689,
1597,2.266,22.708,1592.918,
